Drop Information	Freeze Temperature	Diameter (microns)
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.68	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.67	49.03
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.66	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.65	36.66
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.65	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.65	41.91
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.64	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.64	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.64	38.14
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.64	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.62	36.72
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.61	27.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.61	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.60	34.34
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.60	34.38
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.60	39.50
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.60	40.60
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.60	36.79
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.60	40.07
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.60	44.32
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.60	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.60	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.60	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.58	44.33
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.57	37.88
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.57	39.84
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.56	43.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.56	46.30
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.55	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.55	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.55	40.60
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.55	43.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.50	36.94
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.50	37.06
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.50	39.49
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.50	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.49	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.48	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.47	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.44	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.44	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.44	38.14
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.44	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.43	40.46
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.43	35.34
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.43	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.43	38.82
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.40	35.15
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.40	37.72
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.40	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.40	30.88
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.40	34.84
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.40	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.40	40.56
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.40	36.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.40	37.44
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.40	38.64
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.37	30.48
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.37	31.99
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.37	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.37	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.35	27.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.35	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.33	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.32	32.71
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.32	33.76
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.32	46.30
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.32	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.30	32.72
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.30	36.82
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.30	36.28
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.30	40.53
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.30	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.30	39.35
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.30	39.70
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.30	40.54
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.30	37.14
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.27	38.40
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.27	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.27	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.27	40.09
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.27	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.26	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.25	38.99
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.24	33.71
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.24	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.23	33.11
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.23	36.99
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.23	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.23	37.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.23	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.23	39.43
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.23	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.23	41.44
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.23	31.61
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.23	34.59
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.23	43.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.21	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.20	35.65
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.20	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.20	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.20	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.20	33.14
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.20	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.20	36.53
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.20	37.50
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.20	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.20	41.36
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-11_12_42.avi	-24.20	42.82
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.20	34.77
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.20	35.83
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.20	37.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.20	37.44
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-12_25_15.avi	-24.20	37.59
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.20	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.20	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.20	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.20	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.20	38.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.20	39.51
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.20	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.20	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.20	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-13_50_32.avi	-24.20	41.89
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20160119\ATD IN study-19_01_2016-10_28_56.avi	-24.18	30.68
